x,close
2015-12-30,6.33
2015-12-29,6.28
2015-12-28,6.19
2015-12-25,6.49
2015-12-24,6.5
2015-12-23,6.46
2015-12-22,6.58
2015-12-21,6.5
2015-12-18,6.39
2015-12-17,6.49
2015-12-16,6.24
2015-12-15,6.28
2015-12-14,6.17
2015-12-11,6.03
2015-12-10,6.13
2015-12-09,6.12
2015-12-08,6.16
2015-12-07,6.47
2015-12-04,6.36
2015-12-03,6.43
2015-12-02,6.31
2015-12-01,6.29
2015-11-30,6.23
2015-11-27,6.43
2015-11-26,7.06
2015-11-25,7.2
2015-11-24,7.09
2015-11-23,7.1
2015-11-20,7.31
2015-11-19,7.52
2015-11-18,7.27
2015-11-17,7.52
2015-11-16,7.61
2015-11-13,7.47
2015-11-12,7.69
2015-11-11,7.92
2015-11-10,7.72
2015-11-09,7.71
2015-11-06,7.75
2015-11-05,7.6
2015-11-04,7.54
2015-11-03,7.05
2015-11-02,7.02
2015-10-30,7.32
2015-10-29,7.34
2015-10-28,7.33
2015-10-27,7.65
2015-10-26,7.59
2015-10-23,7.48
2015-10-22,7.49
2015-10-21,7.18
2015-10-20,7.98
2015-10-19,7.62
2015-10-16,7.26
2015-10-15,7.04
2015-10-14,6.76
2015-10-13,6.76
2015-10-12,6.67
2015-10-09,6.36
2015-10-08,6.38
2015-09-30,5.96
2015-09-29,5.96
2015-09-28,6.19
2015-09-25,5.95
2015-09-24,6.34
2015-09-23,6.26
2015-09-22,6.25
2015-09-21,6.35
2015-09-18,6.25
2015-09-17,5.68
2015-09-16,5.75
2015-09-15,5.23
2015-09-14,5.81
2015-09-11,6.46
2015-09-10,5.87
2015-09-09,6.17
2015-09-08,5.9
2015-09-07,5.52
2015-09-02,5.29
2015-09-01,5.73
2015-08-31,6.37
2015-08-28,7.02
2015-08-27,6.39
2015-08-26,6.59
2015-08-25,7.32
2015-08-24,8.14
2015-08-21,9.05
2015-08-20,8.65
2015-08-19,7.86
2015-08-18,7.67
2015-08-17,8.52
2015-08-14,8.26
2015-08-13,8.26
2015-08-12,7.89
2015-08-11,8.18
2015-08-10,8.19
2015-08-07,7.73
2015-08-06,7.43
2015-08-05,7.35
2015-08-04,7.53
2015-08-03,6.84
2015-07-31,7.4
2015-07-30,7.74
2015-07-29,7.66
2015-07-28,7.02
2015-07-27,7.41
